0.000	0.033	0.000	0.000
3.070	3.103	0.000	0.000
3.070	3.136	0.000	0.000
3.103	3.136	0.000	0.000
3.136	3.170	0.000	0.000
3.070	3.170	0.000	0.000
3.103	3.170	0.000	0.000
3.136	3.203	0.000	0.000
3.070	3.203	0.000	0.000
3.170	3.203	0.000	0.000
3.103	3.203	0.000	0.000
3.136	3.237	0.000	0.000
3.070	3.237	0.000	0.000
3.170	3.237	0.000	0.000
3.103	3.237	0.000	0.000
3.203	3.237	0.000	0.000
3.136	3.270	0.000	0.000
3.237	3.270	0.000	0.000
3.070	3.270	0.000	0.000
3.170	3.270	0.000	0.000
3.103	3.270	0.000	0.000
3.203	3.270	0.000	0.000
3.136	3.303	0.000	0.000
3.237	3.303	0.000	0.000
3.070	3.303	0.000	0.000
3.170	3.303	0.000	0.000
3.103	3.303	0.000	0.000
3.270	3.303	0.000	0.000
3.203	3.303	0.000	0.000
3.136	3.337	0.000	0.000
3.303	3.337	0.000	0.000
3.237	3.337	0.000	0.000
3.070	3.337	0.000	0.000
3.170	3.337	0.000	0.000
3.103	3.337	0.000	0.000
3.270	3.337	0.000	0.000
3.203	3.337	0.000	0.000
3.136	3.370	0.000	0.000
3.337	3.370	0.000	0.000
3.303	3.370	0.000	0.000
3.237	3.370	0.000	0.000
3.070	3.370	0.000	0.000
3.170	3.370	0.000	0.000
3.103	3.370	0.000	0.000
3.270	3.370	0.000	0.000
3.203	3.370	0.000	0.000
3.136	3.403	0.000	0.000
3.337	3.403	0.000	0.000
3.370	3.403	0.000	0.000
3.303	3.403	0.000	0.000
3.237	3.403	0.000	0.000
3.070	3.403	0.000	0.000
3.170	3.403	0.000	0.000
3.103	3.403	0.000	0.000
3.270	3.403	0.000	0.000
3.203	3.403	0.000	0.000
3.136	3.437	0.000	0.000
3.337	3.437	0.000	0.000
3.370	3.437	0.000	0.000
3.303	3.437	0.000	0.000
3.237	3.437	0.000	0.000
3.070	3.437	0.000	0.000
3.170	3.437	0.000	0.000
3.103	3.437	0.000	0.000
3.403	3.437	0.000	0.000
3.270	3.437	0.000	0.000
3.203	3.437	0.000	0.000
3.136	3.470	0.000	0.000
3.437	3.470	0.000	0.000
3.337	3.470	0.000	0.000
3.370	3.470	0.000	0.000
3.303	3.470	0.000	0.000
3.237	3.470	0.000	0.000
3.070	3.470	0.000	0.000
3.170	3.470	0.000	0.000
3.103	3.470	0.000	0.000
3.403	3.470	0.000	0.000
3.270	3.470	0.000	0.000
3.203	3.470	0.000	0.000
3.136	3.504	0.000	0.000
3.437	3.504	0.000	0.000
3.337	3.504	0.000	0.000
3.370	3.504	0.000	0.000
3.303	3.504	0.000	0.000
3.237	3.504	0.000	0.000
3.070	3.504	0.000	0.000
3.170	3.504	0.000	0.000
3.103	3.504	0.000	0.000
3.403	3.504	0.000	0.000
3.470	3.504	0.000	0.000
3.270	3.504	0.000	0.000
3.203	3.504	0.000	0.000
3.504	3.537	0.000	0.000
3.136	3.537	0.000	0.000
3.437	3.537	0.000	0.000
3.337	3.537	0.000	0.000
3.370	3.537	0.000	0.000
3.303	3.537	0.000	0.000
3.237	3.537	0.000	0.000
3.070	3.537	0.000	0.000
3.170	3.537	0.000	0.000
3.103	3.537	0.000	0.000
3.403	3.537	0.000	0.000
3.470	3.537	0.000	0.000
3.270	3.537	0.000	0.000
3.203	3.537	0.000	0.000
3.537	3.570	0.000	0.000
3.504	3.570	0.000	0.000
3.136	3.570	0.000	0.000
3.437	3.570	0.000	0.000
3.337	3.570	0.000	0.000
3.370	3.570	0.000	0.000
3.303	3.570	0.000	0.000
3.237	3.570	0.000	0.000
3.070	3.570	0.000	0.000
3.170	3.570	0.000	0.000
3.103	3.570	0.000	0.000
3.403	3.570	0.000	0.000
3.470	3.570	0.000	0.000
3.270	3.570	0.000	0.000
3.203	3.570	0.000	0.000
3.537	3.604	0.000	0.000
3.504	3.604	0.000	0.000
3.136	3.604	0.000	0.000
3.437	3.604	0.000	0.000
3.337	3.604	0.000	0.000
3.370	3.604	0.000	0.000
3.303	3.604	0.000	0.000
3.237	3.604	0.000	0.000
3.070	3.604	0.000	0.000
3.170	3.604	0.000	0.000
3.103	3.604	0.000	0.000
3.403	3.604	0.000	0.000
3.470	3.604	0.000	0.000
3.270	3.604	0.000	0.000
3.203	3.604	0.000	0.000
3.570	3.604	0.000	0.000
3.537	3.637	0.000	0.000
3.504	3.637	0.000	0.000
3.136	3.637	0.000	0.000
3.437	3.637	0.000	0.000
3.337	3.637	0.000	0.000
3.370	3.637	0.000	0.000
3.303	3.637	0.000	0.000
3.237	3.637	0.000	0.000
3.070	3.637	0.000	0.000
3.170	3.637	0.000	0.000
3.103	3.637	0.000	0.000
3.403	3.637	0.000	0.000
3.470	3.637	0.000	0.000
3.270	3.637	0.000	0.000
3.203	3.637	0.000	0.000
3.604	3.637	0.000	0.000
3.570	3.637	0.000	0.000
3.537	3.670	0.000	0.000
3.504	3.670	0.000	0.000
3.136	3.670	0.000	0.000
3.437	3.670	0.000	0.000
3.337	3.670	0.000	0.000
3.370	3.670	0.000	0.000
3.303	3.670	0.000	0.000
3.237	3.670	0.000	0.000
3.070	3.670	0.000	0.000
3.170	3.670	0.000	0.000
3.103	3.670	0.000	0.000
3.403	3.670	0.000	0.000
3.470	3.670	0.000	0.000
3.270	3.670	0.000	0.000
3.203	3.670	0.000	0.000
3.604	3.670	0.000	0.000
3.637	3.670	0.000	0.000
3.570	3.670	0.000	0.000
3.537	3.704	0.000	0.000
3.504	3.704	0.000	0.000
3.136	3.704	0.000	0.000
3.437	3.704	0.000	0.000
3.337	3.704	0.000	0.000
3.370	3.704	0.000	0.000
3.303	3.704	0.000	0.000
3.237	3.704	0.000	0.000
3.070	3.704	0.000	0.000
3.170	3.704	0.000	0.000
3.103	3.704	0.000	0.000
3.403	3.704	0.000	0.000
3.470	3.704	0.000	0.000
3.670	3.704	0.000	0.000
3.270	3.704	0.000	0.000
3.203	3.704	0.000	0.000
3.604	3.704	0.000	0.000
3.637	3.704	0.000	0.000
3.570	3.704	0.000	0.000
3.537	3.737	0.000	0.000
3.504	3.737	0.000	0.000
3.136	3.737	0.000	0.000
3.437	3.737	0.000	0.000
3.337	3.737	0.000	0.000
3.370	3.737	0.000	0.000
3.303	3.737	0.000	0.000
3.237	3.737	0.000	0.000
3.070	3.737	0.000	0.000
3.170	3.737	0.000	0.000
3.103	3.737	0.000	0.000
3.403	3.737	0.000	0.000
3.470	3.737	0.000	0.000
3.670	3.737	0.000	0.000
3.270	3.737	0.000	0.000
3.203	3.737	0.000	0.000
3.704	3.737	0.000	0.000
3.604	3.737	0.000	0.000
3.637	3.737	0.000	0.000
3.570	3.737	0.000	0.000
113.080	113.146	0.000	0.000
113.413	113.480	0.000	0.000
113.447	113.513	0.000	0.000
113.413	113.547	0.000	0.000
113.480	113.547	0.000	0.000
113.513	113.580	0.000	0.000
113.447	113.580	0.000	0.000
113.413	113.614	0.000	0.000
113.547	113.614	0.000	0.000
113.480	113.614	0.000	0.000
113.513	113.647	0.000	0.000
113.447	113.647	0.000	0.000
113.580	113.647	0.000	0.000
113.614	113.680	0.000	0.000
113.413	113.680	0.000	0.000
113.547	113.680	0.000	0.000
113.480	113.680	0.000	0.000
119.686	119.753	0.000	0.000
121.421	121.455	0.000	0.000
183.016	183.050	0.000	0.000
183.050	183.083	0.000	0.000
183.016	183.083	0.000	0.000
183.216	183.250	0.000	0.000
183.216	183.283	0.000	0.000
183.250	183.283	0.000	0.000
183.316	183.350	0.000	0.000
183.183	183.216	0.005	0.005
183.183	183.250	0.005	0.005
183.183	183.283	0.005	0.005
2.669	2.703	0.013	0.013
112.512	112.579	0.013	0.013
113.413	113.447	0.013	0.013
113.447	113.480	0.013	0.013
113.413	113.513	0.013	0.013
113.480	113.513	0.013	0.013
113.513	113.547	0.013	0.013
113.447	113.547	0.013	0.013
113.413	113.580	0.013	0.013
113.547	113.580	0.013	0.013
113.480	113.580	0.013	0.013
113.513	113.614	0.013	0.013
113.447	113.614	0.013	0.013
113.580	113.614	0.013	0.013
113.614	113.647	0.013	0.013
113.413	113.647	0.013	0.013
113.547	113.647	0.013	0.013
113.480	113.647	0.013	0.013
113.513	113.680	0.013	0.013
113.447	113.680	0.013	0.013
113.647	113.680	0.013	0.013
113.580	113.680	0.013	0.013
182.949	182.983	0.014	0.014
183.116	183.150	0.014	0.014
182.983	183.016	0.015	0.015
182.983	183.050	0.015	0.015
182.983	183.083	0.015	0.015
113.080	113.113	0.015	0.015
113.113	113.146	0.015	0.015
1.101	1.134	0.015	0.015
183.150	183.183	0.016	0.016
113.046	113.113	0.017	0.017
183.150	183.216	0.017	0.017
183.150	183.250	0.017	0.017
183.150	183.283	0.017	0.017
182.949	183.016	0.020	0.020
182.949	183.050	0.020	0.020
182.949	183.083	0.020	0.020
119.653	119.720	0.021	0.021
183.116	183.183	0.021	0.021
183.116	183.216	0.022	0.022
183.116	183.250	0.022	0.022
183.116	183.283	0.022	0.022
0.334	0.367	0.022	0.022
113.046	113.080	0.023	0.023
113.046	113.146	0.023	0.023
113.246	113.280	0.025	0.025
112.546	112.579	0.026	0.026
1.902	1.935	0.028	0.028
112.512	112.546	0.029	0.029
0.934	0.968	0.030	0.030
113.213	113.280	0.030	0.030
111.445	111.511	0.033	0.033
113.380	113.447	0.034	0.034
113.380	113.513	0.034	0.034
113.380	113.580	0.034	0.034
113.380	113.647	0.034	0.034
119.686	119.720	0.035	0.035
119.720	119.753	0.035	0.035
121.288	121.321	0.036	0.036
121.254	121.288	0.036	0.036
113.380	113.413	0.036	0.036
113.380	113.480	0.036	0.036
113.380	113.547	0.036	0.036
113.380	113.614	0.036	0.036
113.380	113.680	0.036	0.036
112.779	112.846	0.036	0.036
113.213	113.246	0.039	0.039
119.486	119.553	0.039	0.039
2.936	2.970	0.039	0.039
112.980	113.013	0.039	0.039
119.653	119.686	0.040	0.040
119.653	119.753	0.040	0.040
112.879	112.946	0.041	0.041
119.620	119.653	0.041	0.041
111.979	112.045	0.044	0.044
121.254	121.321	0.044	0.044
113.246	113.313	0.044	0.044
112.913	112.946	0.044	0.044
112.546	112.613	0.045	0.045
113.013	113.080	0.045	0.045
113.013	113.146	0.045	0.045
119.453	119.519	0.045	0.045
113.013	113.113	0.045	0.045
119.620	119.720	0.046	0.046
182.916	182.949	0.046	0.046
112.479	112.546	0.046	0.046
112.579	112.613	0.047	0.047
182.916	182.983	0.048	0.048
112.512	112.613	0.049	0.049
113.013	113.046	0.049	0.049
113.280	113.347	0.049	0.049
112.779	112.813	0.049	0.049
113.180	113.246	0.049	0.049
182.916	183.016	0.050	0.050
182.916	183.050	0.050	0.050
182.916	183.083	0.050	0.050
111.478	111.545	0.050	0.050
111.845	111.912	0.050	0.050
112.679	112.713	0.050	0.050
112.980	113.046	0.051	0.051
113.280	113.313	0.051	0.051
119.519	119.553	0.051	0.051
0.067	0.100	0.051	0.051
113.180	113.213	0.051	0.051
119.620	119.686	0.051	0.051
119.620	119.753	0.051	0.051
113.246	113.347	0.052	0.052
112.913	112.980	0.052	0.052
112.946	112.980	0.052	0.052
113.313	113.347	0.052	0.052
119.453	119.486	0.052	0.052
119.419	119.486	0.052	0.052
112.479	112.579	0.053	0.053
112.980	113.113	0.053	0.053
112.446	112.579	0.053	0.053
112.813	112.846	0.054	0.054
119.486	119.519	0.054	0.054
112.446	112.512	0.054	0.054
121.021	121.054	0.054	0.054
113.180	113.280	0.054	0.054
112.479	112.512	0.055	0.055
112.980	113.080	0.055	0.055
112.980	113.146	0.055	0.055
119.419	119.553	0.056	0.056
121.221	121.288	0.056	0.056
113.213	113.347	0.057	0.057
111.411	111.478	0.057	0.057
